,1,2,3,4,5,6
10470,50,0,70,90,0,70
10472,60,130,130,30,30,140
10474,110,10,80,-20,70,30
10475,30,40,70,-50,40,90
10476,120,20,120,0,50,20
10478,60,10,40,60,20,40
10479,50,40,100,60,100,-30
10483,80,50,90,50,130,60
10485,120,110,80,0,120,80
10486,50,110,80,70,90,40
10487,120,10,-20,60,30,70
10492,100,60,-20,10,50,-20
10495,100,60,120,80,80,20
10498,110,60,90,120,130,120
10503,130,130,-20,80,130,80
10504,100,30,30,70,50,100
10505,70,140,10,40,70,100
10507,50,40,70,30,-50,0
10508,140,100,130,30,50,90
10509,140,20,80,50,-20,0
10510,60,110,110,100,140,20
10511,60,120,10,-20,80,0
10513,70,60,80,-10,80,110
10514,120,20,0,40,70,60
10515,90,0,-20,60,-30,90
10516,90,20,60,40,70,0
10518,80,120,70,140,120,-20
10519,140,60,-10,40,130,90
10520,90,20,-10,30,10,10
10522,40,-10,-40,80,80,-20
10524,130,100,40,90,130,70
10526,60,90,0,20,10,0
10529,60,10,70,20,-20,140
10531,110,90,10,120,70,30
10532,90,90,80,20,-10,-20
10534,80,20,20,30,100,100
10537,70,30,20,70,100,20
10539,80,0,10,-30,-40,80
10545,120,100,50,50,90,80
10546,110,0,70,50,-50,50
10548,40,20,70,-20,30,20
10551,70,70,-20,40,50,10
10552,140,60,20,0,-20,-20
10553,60,50,-10,60,100,40
10555,60,-20,-40,-50,100,50
10557,100,130,20,20,80,-10
10559,90,130,80,-20,110,90
10562,130,30,130,70,10,10
10563,70,140,-10,40,30,110
10564,30,-20,10,60,40,60
10566,110,130,90,50,50,60
10568,60,120,50,80,40,90
10569,90,100,-20,70,20,30
10710,0,0,60,0,0,0
10711,0,0,0,-30,0,0
10721,0,130,0,0,0,0
10722,0,0,-30,0,0,0
10727,0,0,110,0,0,0
10728,0,0,0,0,-40,0
10732,0,0,0,0,-90,0
10733,0,0,-50,0,0,0
10737,0,0,0,0,0,-80
10747,0,0,0,40,0,0
10749,180,0,0,0,0,0
10754,0,0,0,0,-10,0
10755,140,0,0,0,0,0
10758,0,-40,0,0,0,0
10760,0,0,0,0,-10,0
10762,0,0,0,0,0,70
10763,0,0,0,0,100,0
10765,0,0,0,0,0,-90
10772,0,0,110,0,0,0
10777,0,0,0,-90,0,0
10779,0,0,0,30,0,0
10783,0,0,0,0,0,-100
10790,0,50,0,0,0,0
10795,0,0,0,0,80,0
10797,0,0,0,0,0,-80
10812,0,0,30,0,0,0
10813,0,0,0,0,-70,0
10814,0,0,0,0,100,0
10821,130,0,0,0,0,0
10822,10,0,0,0,0,0
10825,170,0,0,0,0,0
10828,0,-30,0,0,0,0
10829,0,0,0,0,0,-40
10830,0,0,0,0,-90,0
10835,0,0,0,0,0,-50
10838,0,80,0,0,0,0
10844,0,0,0,0,-20,0
10846,0,0,0,0,0,-50
10848,0,0,100,0,0,0
10853,50,0,0,0,0,0
10864,0,30,0,0,0,0
10865,0,0,60,0,0,0
10873,50,0,0,0,0,0
10874,0,0,-10,0,0,0
10876,0,0,0,0,0,-20
10882,0,0,0,0,0,-40
10888,0,0,0,0,-60,0
10889,0,60,0,0,0,0
10893,0,0,-80,0,0,0
10897,0,0,0,0,30,0
10901,0,0,0,0,30,0
10902,0,60,0,0,0,0
10914,0,70,0,0,0,0
10925,0,0,-70,0,0,0
10927,0,100,0,0,0,0
10929,100,0,0,0,0,0
10931,0,0,0,0,70,0
10935,0,0,0,-100,0,0
10938,0,0,0,0,0,-100
10941,0,0,0,0,90,0
10942,70,0,0,0,0,0
10946,0,0,0,0,0,10
10947,0,0,0,0,-40,0
10950,0,0,0,0,-80,0
10952,0,0,-50,0,0,0
10953,0,0,0,0,0,30
10956,0,0,-60,0,0,0
10957,0,-30,0,0,0,0
10959,0,0,0,0,0,-30
10965,0,0,0,0,0,-10
10966,0,0,0,0,80,0
10969,0,0,50,0,0,0
10982,80,0,0,0,0,0
10987,0,0,0,0,0,20
10989,0,90,0,0,0,0
10996,0,-30,0,0,0,0
10999,0,0,0,0,0,30
11002,0,120,0,0,0,0
11007,60,0,0,0,0,0
11019,0,30,0,0,0,0
11024,0,0,0,30,0,0
11031,0,0,0,0,-50,0
11032,0,0,-40,0,0,0
11035,0,0,0,0,0,-50
11036,0,0,0,0,-50,0
11039,0,130,0,0,0,0
11042,0,0,-70,0,0,0
11047,0,0,100,0,0,0
11049,80,0,0,0,0,0
11050,110,0,0,0,0,0
11051,0,0,0,0,0,-100
11054,0,0,100,0,0,0
11060,0,0,-10,0,0,0
11061,0,0,0,0,50,0
11065,0,0,0,0,0,100
11070,0,0,-50,0,0,0
11071,0,0,0,0,0,20
11076,0,0,80,0,0,0
11077,60,0,0,0,0,0
11078,0,0,60,0,0,0
11082,0,0,0,-20,0,0
11083,0,0,0,0,0,10
11089,0,90,0,0,0,0
11091,0,0,0,-30,0,0
11093,0,0,0,-60,0,0
11096,0,0,0,10,0,0
11103,0,0,70,0,0,0
11107,0,0,0,0,0,40
11109,0,0,-70,0,0,0
11113,0,0,70,0,0,0
11117,0,0,10,0,0,0
11124,40,0,0,0,0,0
11126,10,0,0,0,0,0
11128,0,20,0,0,0,0
11129,0,0,0,0,0,-20
11130,0,0,110,0,0,0
11134,0,0,0,60,0,0
11135,0,0,100,0,0,0
11146,0,0,0,0,0,-10
11148,0,0,0,10,0,0
11150,0,0,0,0,0,80
11152,0,0,0,0,0,30
11153,0,0,-50,0,0,0
11155,0,0,0,0,60,0
11157,0,70,0,0,0,0
11160,0,0,0,30,0,0
11161,130,0,0,0,0,0
11172,0,70,0,0,0,0
11174,0,0,0,0,0,90
11178,0,0,0,0,100,0
11187,0,0,0,0,20,0
11189,0,0,0,0,0,-100
11191,0,0,-90,0,0,0
11199,90,0,0,0,0,0
11203,0,0,0,0,10,0
11207,0,0,0,0,50,0
11215,0,0,0,0,-20,0
11221,30,0,0,0,0,0
11240,20,0,0,0,0,0
11246,20,0,0,0,0,0
11250,0,100,0,0,0,0
11252,0,130,0,0,0,0
11253,0,0,0,50,0,0
11254,0,0,0,0,-80,0
11255,0,150,0,0,0,0
11259,40,0,0,0,0,0
11263,0,0,80,0,0,0
11269,0,0,0,-100,0,0
11270,190,0,0,0,0,0
11280,0,0,0,0,0,30
11287,60,0,0,0,0,0
11288,0,0,70,0,0,0
11291,130,0,0,0,0,0
11292,0,0,0,0,0,-80
11296,0,0,0,0,0,90
11302,0,0,0,0,0,50
11306,20,0,0,0,0,0
11308,0,0,10,0,0,0
11310,0,0,0,90,0,0
11314,40,0,0,0,0,0
11319,0,0,0,80,0,0
11320,0,0,0,0,40,0
11321,0,0,0,0,0,40
11324,0,0,-50,0,0,0
11334,0,0,50,0,0,0
11335,130,0,0,0,0,0
11336,0,0,-70,0,0,0
11337,0,0,0,80,0,0
11338,0,0,0,0,-70,0
11340,0,140,0,0,0,0
11345,0,0,0,0,-80,0
11346,0,0,0,100,0,0
11347,80,0,0,0,0,0
11351,0,0,100,0,0,0
11353,0,150,0,0,0,0
11356,0,0,0,-50,0,0
11358,0,0,-40,0,0,0
11362,0,0,0,0,0,-30
11368,0,-30,0,0,0,0
11369,0,0,0,0,-90,0
11382,0,0,0,0,0,-90
11386,0,10,0,0,0,0
11389,0,0,50,0,0,0
11391,0,0,0,-40,0,0
11392,0,0,0,0,0,10
11395,0,0,40,0,0,0
11400,160,0,0,0,0,0
11401,0,0,-20,0,0,0
11404,0,0,0,0,0,-30
11409,0,0,0,0,50,0
11410,0,0,0,-10,0,0
11423,0,110,0,0,0,0
11426,60,0,0,0,0,0
11438,0,0,0,-60,0,0
11444,0,0,0,0,60,0
11447,0,0,0,0,-20,0
11448,0,0,0,0,0,-90
11449,80,0,0,0,0,0
11466,150,0,0,0,0,0
11467,20,0,0,0,0,0
11470,0,-10,0,0,0,0
11471,0,0,70,0,0,0
11472,0,0,-80,0,0,0
11473,0,0,0,0,-10,0
11474,0,0,10,0,0,0
11477,0,0,0,0,0,90
11478,0,0,0,0,-100,0
11483,0,40,0,0,0,0
11485,0,0,0,0,40,0
11488,0,70,0,0,0,0
11490,0,0,-40,0,0,0
11495,0,0,0,40,0,0
11510,0,70,0,0,0,0
11511,0,0,0,0,50,0
11513,0,0,0,0,-40,0
11517,0,0,0,0,-10,0
11524,0,0,110,0,0,0
11528,120,0,0,0,0,0
11531,0,0,50,0,0,0
11532,0,0,0,60,0,0
11536,0,0,30,0,0,0
11545,40,0,0,0,0,0
11547,0,0,0,0,0,-90
11549,0,0,0,70,0,0
11555,0,30,0,0,0,0
11557,80,0,0,0,0,0
11561,0,0,50,0,0,0
11564,0,0,50,0,0,0
11567,0,0,0,0,-60,0
11569,0,0,0,10,0,0
11570,190,0,0,0,0,0
11576,0,0,0,0,100,0
11577,0,0,0,-20,0,0
11581,0,0,0,0,-60,0
11582,0,0,-20,0,0,0
11584,0,0,100,0,0,0
11585,40,0,0,0,0,0
11586,0,0,20,0,0,0
11595,130,0,0,0,0,0
11596,0,0,0,0,-60,0
11597,0,0,0,0,0,40
11601,0,0,0,0,-100,0
11607,180,0,0,0,0,0
11609,0,0,0,-90,0,0
11613,0,0,0,0,-10,0
11619,0,0,0,0,30,0
11626,40,0,0,0,0,0
11628,0,0,-40,0,0,0
11629,0,0,0,0,20,0
11635,0,0,0,0,0,40
11652,0,0,0,0,0,60
11653,0,80,0,0,0,0
11656,0,0,50,0,0,0
11660,130,0,0,0,0,0
11661,0,0,0,0,0,-80
11662,0,0,0,0,0,-80
11663,0,0,-50,0,0,0
11664,0,0,0,-60,0,0
11666,0,0,0,0,-30,0
11668,0,0,0,0,-30,0
11669,0,0,0,0,30,0
11672,0,80,0,0,0,0
11673,0,0,50,0,0,0
11677,150,0,0,0,0,0
11683,0,0,0,0,0,20
11686,0,120,0,0,0,0
11688,0,0,0,40,0,0
11690,0,0,0,0,-80,0
11693,0,0,0,0,0,40
11700,0,0,0,0,0,50
11701,0,0,0,0,0,40
11709,30,0,0,0,0,0
11710,0,0,0,-60,0,0
11714,0,0,0,0,0,-20
11715,0,0,0,0,10,0
11719,0,150,0,0,0,0
11722,0,0,0,90,0,0
11725,0,0,0,0,30,0
11726,0,0,0,-100,0,0
11732,0,10,0,0,0,0
11733,0,70,0,0,0,0
11734,0,70,0,0,0,0
11737,0,0,0,0,-90,0
11753,0,120,0,0,0,0
11772,0,0,0,0,90,0
11776,0,0,80,0,0,0
11779,0,0,-50,0,0,0
11781,0,0,0,20,0,0
11784,0,30,0,0,0,0
11785,40,0,0,0,0,0
11788,10,0,0,0,0,0
11795,110,0,0,0,0,0
11796,0,0,0,0,0,-70
11805,0,0,0,-60,0,0
11807,0,0,0,0,0,60
11811,0,0,0,0,100,0
11815,0,0,0,0,0,90
11816,0,130,0,0,0,0
11818,10,0,0,0,0,0
11828,70,0,0,0,0,0
11837,0,0,0,0,0,20
11840,190,0,0,0,0,0
11846,0,0,0,0,-90,0
11847,0,0,0,30,0,0
11848,0,0,0,-60,0,0
11850,0,0,0,0,-10,0
11853,0,0,-60,0,0,0
11858,0,0,0,80,0,0
11859,0,0,0,0,0,-90
11864,0,0,0,0,-70,0
11865,0,0,0,0,0,-80
11869,0,0,0,0,60,0
11870,0,120,0,0,0,0
11873,0,0,80,0,0,0
11876,0,0,100,0,0,0
11883,190,0,0,0,0,0
11886,20,0,0,0,0,0
11889,0,-10,0,0,0,0
11891,130,0,0,0,0,0
11893,20,0,0,0,0,0
11897,0,0,0,0,0,-70
11901,0,10,0,0,0,0
11903,0,0,-60,0,0,0
11911,40,0,0,0,0,0
11914,0,0,0,-90,0,0
11916,0,0,0,0,0,40
11925,0,0,70,0,0,0
11928,90,0,0,0,0,0
11937,0,0,0,0,80,0
11938,0,0,20,0,0,0
11940,0,80,0,0,0,0
11950,0,150,0,0,0,0
11952,0,30,0,0,0,0
11954,0,0,0,0,0,-90
11959,0,0,80,0,0,0
11962,50,0,0,0,0,0
11965,0,0,0,30,0,0
11966,0,0,0,0,0,40
11967,160,0,0,0,0,0
11971,0,130,0,0,0,0
11972,0,0,0,0,0,-90
11984,0,0,0,0,90,0
11985,0,130,0,0,0,0
11993,0,20,0,0,0,0
11994,40,0,0,0,0,0
11997,0,0,0,100,0,0
11999,0,100,0,0,0,0
12000,130,0,0,0,0,0
12001,0,0,0,-50,0,0
12012,0,0,0,100,0,0
12013,0,0,0,0,70,0
12014,0,0,0,0,-40,0
12019,0,-50,0,0,0,0
12022,0,0,0,0,-30,0
12026,30,0,0,0,0,0
12027,0,0,0,0,0,-10
12028,0,0,0,0,0,-100
12037,0,0,-80,0,0,0
12040,0,0,100,0,0,0
12041,0,0,10,0,0,0
12043,0,0,0,0,10,0
12045,0,0,0,-60,0,0
12046,0,0,0,-40,0,0
12049,0,0,0,40,0,0
12051,0,60,0,0,0,0
12056,0,0,0,0,-30,0
12059,0,0,70,0,0,0
12068,140,0,0,0,0,0
12069,0,0,0,80,0,0
12071,0,0,80,0,0,0
12075,130,0,0,0,0,0
12078,0,0,0,70,0,0
12084,0,0,0,0,-70,0
12086,0,0,0,0,90,0
12096,140,0,0,0,0,0
12100,0,0,100,0,0,0
12102,0,0,-70,0,0,0
12109,0,0,0,40,0,0
12112,0,0,0,0,-30,0
12125,0,0,0,0,-80,0
12132,0,0,0,100,0,0
12135,0,0,0,-30,0,0
12136,0,0,-80,0,0,0
12140,110,0,0,0,0,0
12142,0,0,0,0,0,80
12144,0,0,0,0,-70,0
12150,0,0,80,0,0,0
12152,0,0,0,0,90,0
12153,0,0,0,0,0,-80
12154,0,0,0,30,0,0
12155,0,0,0,0,0,20
12158,0,0,40,0,0,0
12159,0,0,0,-10,0,0
12161,110,0,0,0,0,0
12162,0,0,0,-10,0,0
12171,0,0,0,90,0,0
12173,0,100,0,0,0,0
12176,0,0,0,-50,0,0
12179,0,0,0,0,0,-30
12182,180,0,0,0,0,0
12189,0,0,0,0,0,-40
12193,0,-20,0,0,0,0
12195,0,60,0,0,0,0
12196,0,0,0,0,10,0
12202,0,0,0,0,0,-80
12205,190,0,0,0,0,0
12209,60,0,0,0,0,0
12211,0,0,70,0,0,0
12212,190,0,0,0,0,0
12214,90,0,0,0,0,0
12217,0,0,0,-10,0,0
12218,0,0,-90,0,0,0
12220,0,0,0,-50,0,0
12224,0,60,0,0,0,0
12225,0,0,0,0,0,-10
12231,40,0,0,0,0,0
12233,0,0,0,0,0,20
12235,70,0,0,0,0,0
12247,0,0,0,0,50,0
12248,0,0,0,0,0,80
12255,0,0,0,0,0,-60
12261,0,20,0,0,0,0
12263,0,0,0,-80,0,0
12266,0,0,0,90,0,0
12267,0,0,0,0,-70,0
12269,0,0,0,0,0,-90
12274,0,0,10,0,0,0
12281,0,0,90,0,0,0
12283,0,0,0,-30,0,0
12288,0,0,0,-40,0,0
12292,60,0,0,0,0,0
12293,10,0,0,0,0,0
12295,0,0,0,0,0,-40
12298,0,0,0,-20,0,0
12302,0,0,0,0,0,-30
12303,0,0,0,0,-30,0
12304,0,0,0,0,-40,0
12307,0,0,80,0,0,0
12309,0,0,0,0,60,0
12314,0,0,0,0,100,0
12318,0,0,0,0,0,60
12319,0,0,0,0,100,0
12320,0,10,0,0,0,0
12324,100,0,0,0,0,0
12325,0,0,0,-80,0,0
12327,0,-10,0,0,0,0
12328,0,60,0,0,0,0
12331,0,40,0,0,0,0
12333,0,0,-10,0,0,0
12336,0,50,0,0,0,0
12337,0,0,0,100,0,0
12338,0,0,0,0,0,-30
12343,0,40,0,0,0,0
12344,0,150,0,0,0,0
12346,0,0,60,0,0,0
12350,160,0,0,0,0,0
12366,0,0,110,0,0,0
12377,0,-10,0,0,0,0
12379,160,0,0,0,0,0
12380,0,140,0,0,0,0
12382,0,0,10,0,0,0
12387,170,0,0,0,0,0
12391,130,0,0,0,0,0
12394,0,0,0,-30,0,0
12395,-10,0,0,0,0,0
12397,0,0,0,0,0,20
12403,0,0,0,0,80,0
12404,0,0,-20,0,0,0
12407,0,80,0,0,0,0
12409,0,140,0,0,0,0
12413,0,0,0,0,90,0
12424,70,0,0,0,0,0
12425,0,0,0,60,0,0
12433,0,0,0,-40,0,0
12436,0,0,-60,0,0,0
12441,0,0,0,0,0,40
12447,0,0,0,-50,0,0
12456,0,0,100,0,0,0
12463,60,0,0,0,0,0
12464,0,0,0,0,0,50
12465,40,0,0,0,0,0
12466,0,0,-80,0,0,0
12468,0,0,0,0,30,0
12471,0,0,0,0,0,-80
12472,0,0,0,80,0,0
12473,150,0,0,0,0,0
12475,0,90,0,0,0,0
12480,0,0,90,0,0,0
12485,90,0,0,0,0,0
12496,170,0,0,0,0,0
12505,0,0,0,-90,0,0
12507,0,20,0,0,0,0
12508,0,10,0,0,0,0
12518,100,0,0,0,0,0
12522,0,-10,0,0,0,0
12525,170,0,0,0,0,0
12526,0,120,0,0,0,0
12527,0,0,100,0,0,0
12528,0,0,0,-70,0,0
12529,140,0,0,0,0,0
12531,110,0,0,0,0,0
12537,0,0,0,-40,0,0
12538,0,0,80,0,0,0
12541,0,0,0,0,0,-40
12543,100,0,0,0,0,0
12549,0,0,0,0,30,0
12551,0,0,20,0,0,0
12557,0,0,0,0,-100,0
12559,0,0,-70,0,0,0
12561,0,0,0,0,60,0
12565,160,0,0,0,0,0
12569,0,0,0,40,0,0
12571,0,-10,0,0,0,0
12573,0,0,10,0,0,0
12576,0,0,-80,0,0,0
12580,0,0,0,0,-100,0
12584,0,70,0,0,0,0
12592,0,0,0,0,0,-10
12594,0,10,0,0,0,0
12597,80,0,0,0,0,0
12599,0,0,-80,0,0,0
12606,0,0,0,0,60,0
12607,0,0,0,30,0,0
12608,0,20,0,0,0,0
12610,20,0,0,0,0,0
12611,0,0,-50,0,0,0
12613,0,0,-60,0,0,0
12618,0,0,30,0,0,0
12623,0,0,0,-20,0,0
12628,0,0,0,0,90,0
12629,0,70,0,0,0,0
12635,0,0,-60,0,0,0
12637,0,0,-90,0,0,0
12638,0,0,70,0,0,0
12642,0,0,80,0,0,0
12645,0,0,90,0,0,0
12647,0,0,20,0,0,0
12654,140,0,0,0,0,0
12657,0,110,0,0,0,0
12663,0,0,30,0,0,0
12667,0,140,0,0,0,0
12678,0,0,0,0,0,80
12680,160,0,0,0,0,0
12687,0,40,0,0,0,0
12690,0,0,0,0,-100,0
12692,0,-40,0,0,0,0
12704,0,0,0,0,0,-70
12705,0,0,0,0,50,0
12713,0,0,0,-60,0,0
12714,0,0,0,0,0,-20
12717,0,0,0,-20,0,0
12718,0,0,0,0,-60,0
12722,0,0,0,20,0,0
12727,0,0,0,60,0,0
12733,0,0,0,0,50,0
12735,0,0,0,0,0,-20
12742,0,0,-60,0,0,0
12744,0,100,0,0,0,0
12750,0,0,0,50,0,0
12751,0,0,20,0,0,0
12755,0,0,0,-70,0,0
12759,0,0,0,0,-50,0
12760,0,0,90,0,0,0
12763,100,0,0,0,0,0
12765,0,0,0,70,0,0
12767,0,0,0,0,-60,0
12769,0,0,0,0,0,30
12772,0,0,0,100,0,0
12774,0,-50,0,0,0,0
12776,10,0,0,0,0,0
12777,0,0,0,0,0,-70
12779,0,0,0,-20,0,0
12780,0,0,0,-10,0,0
12783,0,0,0,0,-90,0
12786,0,0,0,0,60,0
12787,0,0,0,0,-10,0
12791,0,0,0,0,0,100
12792,0,0,0,90,0,0
12796,0,0,0,0,0,50
12802,0,0,0,-70,0,0
12809,0,0,0,0,-40,0
12814,0,0,0,0,-20,0
12818,50,0,0,0,0,0
12821,90,0,0,0,0,0
12839,0,0,0,0,80,0
12840,0,0,0,0,0,-40
12841,40,0,0,0,0,0
12842,0,0,20,0,0,0
12843,0,0,0,-30,0,0
12847,0,0,0,0,0,-10
12849,0,0,0,0,-40,0
12851,0,0,0,0,0,20
12853,0,0,0,60,0,0
12856,0,0,0,0,60,0
12859,0,0,0,0,0,-20
12860,0,0,0,0,0,-40
12861,0,0,0,50,0,0
12864,0,0,0,70,0,0
12865,0,0,0,20,0,0
12868,0,0,0,0,-10,0
12875,0,0,0,0,0,10
12876,0,-50,0,0,0,0
12883,0,0,0,-60,0,0
12885,0,100,0,0,0,0
12886,0,0,0,-30,0,0
12890,60,0,0,0,0,0
12893,0,0,10,0,0,0
12894,80,0,0,0,0,0
12899,0,0,0,0,40,0
12900,20,20,20,-40,-40,40
12903,0,0,10,0,0,0
12905,80,0,0,0,0,0
12906,0,40,-40,0,-40,0
12912,20,-20,20,20,0,0
12913,110,0,0,0,0,0
12919,20,-20,-20,-20,-40,-20
12921,0,0,0,70,0,0
12923,0,130,0,0,0,0
12924,0,-20,-20,-20,20,20
12934,0,0,-70,0,0,0
12943,0,0,0,0,-40,0
12945,0,-20,0,40,0,0
12947,0,0,-80,0,0,0
12948,0,0,0,0,70,0
12949,0,0,0,90,0,0
12950,0,110,0,0,0,0
12952,40,40,-40,-40,0,-20
12953,0,150,0,0,0,0
12964,0,0,-20,-20,-20,-20
12965,0,0,40,0,-40,20
12969,20,-20,0,0,-20,0
12976,0,0,0,0,0,20
12980,0,0,90,0,0,0
12984,0,0,0,0,-20,0
12986,40,-20,-40,-40,-20,20
12991,140,0,0,0,0,0
12993,0,0,0,0,40,0
12997,0,0,0,90,0,0
12998,130,0,0,0,0,0
13004,0,-50,0,0,0,0
13005,0,0,20,0,0,0
13008,0,110,0,0,0,0
13011,0,70,0,0,0,0
13012,20,0,40,40,-40,0
13015,0,-40,0,0,0,0
13017,0,10,0,0,0,0
13019,10,0,0,0,0,0
13030,0,-20,40,-20,-20,-20
13031,0,0,0,0,-70,0
13032,0,0,0,0,80,0
13035,120,0,0,0,0,0
13036,0,0,40,0,0,0
13038,0,20,20,-20,0,0
13039,0,0,0,0,0,-10
13048,0,0,-90,0,0,0
13050,0,0,10,0,0,0
13052,110,0,0,0,0,0
13055,0,0,-20,40,0,0
13056,0,0,0,-30,0,0
13057,0,0,-20,20,0,-20
13062,20,40,-40,40,-40,0
13063,0,150,0,0,0,0
13078,0,0,50,0,0,0
13086,0,-40,0,0,0,0
13089,0,-40,-40,0,-20,0
13094,0,0,60,0,0,0
13095,0,0,50,0,0,0
13096,0,0,-90,0,0,0
13098,0,80,0,0,0,0
13104,0,0,0,0,50,0
13108,180,0,0,0,0,0
13110,0,0,0,-100,0,0
13112,0,0,-90,0,0,0
13117,0,0,0,50,0,0
13118,0,0,0,50,0,0
13119,0,0,0,-60,0,0
13121,0,0,-60,0,0,0
13129,20,-20,40,20,-40,-20
13130,0,150,0,0,0,0
13131,0,0,0,-50,0,0
13132,60,0,0,0,0,0
13134,0,110,0,0,0,0
13138,0,-20,40,40,40,40
13139,0,0,60,0,0,0
13140,20,0,40,-40,40,-20
13141,0,-20,40,0,0,0
13142,20,20,20,-20,20,40
13143,130,0,0,0,0,0
13145,0,-30,0,0,0,0
13150,40,0,-40,40,-40,0
13153,0,0,0,0,0,-20
13154,0,0,0,0,-60,0
13158,0,0,0,0,50,0
13162,40,-20,40,20,-20,40
13167,100,0,0,0,0,0
13170,0,0,0,0,30,0
13173,0,0,0,-90,0,0
13175,0,-40,20,0,0,-40
13182,0,0,20,0,0,0
13184,0,20,0,0,0,0
13190,40,40,40,20,0,20
13191,20,0,-20,0,-20,0
13192,150,0,0,0,0,0
13193,100,0,0,0,0,0
13200,0,0,-10,0,0,0
13201,0,0,-50,0,0,0
13202,0,0,0,0,0,-40
13203,0,0,0,-80,0,0
13205,40,20,-40,-20,40,-20
13207,0,0,20,20,40,0
13208,0,0,0,0,0,-60
13209,140,0,0,0,0,0
13210,0,120,0,0,0,0
13211,0,-40,0,0,0,0
13212,160,0,0,0,0,0
13213,0,0,0,0,50,0
13218,20,0,0,0,0,-20
13220,0,0,0,0,0,-100
13223,0,140,0,0,0,0
13228,0,0,0,0,-60,0
13230,0,50,0,0,0,0
13238,0,0,0,0,0,-20
13240,0,0,0,70,0,0
13243,0,0,-20,-40,-20,-40
13244,0,0,0,80,0,0
13246,0,40,0,40,0,20
13256,0,0,0,-20,0,0
13257,0,-30,0,0,0,0
13258,0,0,80,0,0,0
13259,0,120,0,0,0,0
13261,0,0,0,0,0,-80
13262,0,0,0,0,20,0
13265,130,0,0,0,0,0
13267,0,0,90,0,0,0
13271,0,10,0,0,0,0
13274,0,-40,0,0,0,20
13275,0,0,0,0,-90,0
13278,0,0,0,-10,0,0
13280,0,-50,0,0,0,0
13281,20,0,0,0,0,0
13290,0,150,0,0,0,0
13295,0,0,0,0,0,-90
13306,40,0,0,0,0,0
13308,20,20,-20,20,20,-20
13310,0,0,0,0,0,-60
13312,0,0,0,10,0,0
13313,0,10,0,0,0,0
13314,0,0,70,0,0,0
13315,0,-20,-20,20,0,0
13322,40,0,-40,0,0,0
13323,0,0,100,0,0,0
13324,0,0,0,-50,0,0
13325,0,0,0,0,-60,0
13329,0,0,0,20,0,20
13330,0,0,30,0,0,0
13332,0,20,0,0,-40,40
13337,20,0,20,40,-20,-20
13338,0,0,0,0,-80,0
13341,20,20,-40,40,40,20
13346,0,-20,0,-40,-40,-40
13350,0,0,0,0,90,0
13351,0,150,0,0,0,0
13353,0,0,0,0,100,0
13355,0,0,0,0,-70,0
13356,0,100,0,0,0,0
13360,0,0,50,0,0,0
13361,0,0,0,0,100,0
13364,0,0,0,0,0,-50
13365,20,0,0,40,0,0
13369,0,-20,40,0,-20,-20
13370,0,-40,40,-40,20,0
13371,0,0,100,0,0,0
13376,0,0,-50,0,0,0
13379,0,0,0,0,0,-70
13380,0,-20,40,0,0,20
13386,0,10,0,0,0,0
13389,0,20,-40,0,-20,-20
13393,20,-20,-20,0,40,0
13394,0,0,0,-40,0,0
13395,0,-40,20,40,40,-20
13397,0,100,0,0,0,0
13402,60,0,0,0,0,0
13405,0,0,0,-70,0,0
13411,0,0,0,0,-10,0
13412,0,0,30,0,0,0
13413,150,0,0,0,0,0
13418,0,0,0,-90,0,0
13419,30,0,0,0,0,0
13420,0,90,0,0,0,0
13425,0,0,0,20,0,0
13430,0,0,20,0,0,40
13433,0,40,0,0,20,0
13436,0,0,0,90,0,0
13438,0,0,0,20,0,0
13441,70,0,0,0,0,0
13447,0,40,0,40,0,0
13448,0,0,0,0,0,-40
13449,0,-10,0,0,0,0
13450,0,0,0,0,30,0
13452,0,0,0,0,0,-50
13453,0,-20,20,-20,20,0
13455,0,0,20,0,0,0
13465,0,0,0,0,0,-30
13466,0,0,0,0,0,-50
13470,0,0,0,0,80,0
13477,40,20,0,0,0,0
13479,20,-40,20,40,40,-20
13480,0,0,0,20,0,0
13482,150,0,0,0,0,0
13484,0,0,0,-80,0,0
13486,0,0,0,0,0,10
13487,0,0,0,0,0,60
13490,0,0,40,20,20,0
13496,0,0,0,0,100,0
13497,0,0,0,0,0,30
13499,0,0,0,0,0,-40
13507,20,40,0,0,0,20
13508,0,0,-90,0,0,0
13512,0,0,0,-10,0,0
13513,0,-40,-20,20,-40,-20
13519,20,0,20,0,40,-40
13523,0,0,0,0,-100,0
13526,0,0,0,-60,0,0
13529,0,0,0,-50,0,0
13532,0,0,0,80,0,0
13534,20,40,-40,-20,20,20
13535,60,0,0,0,0,0
13539,0,0,0,0,-100,0
13540,0,0,0,0,70,0
13544,0,0,0,0,-20,0
13550,0,10,0,0,0,0
13551,0,0,0,0,60,0
13554,0,120,0,0,0,0
13558,120,0,0,0,0,0
13559,0,0,0,0,10,0
13560,40,20,40,20,40,0
13562,0,0,40,0,0,0
13566,0,0,0,0,0,-20
13567,0,0,0,0,0,70
13568,0,0,80,0,0,0
13569,60,0,0,0,0,0
13577,150,0,0,0,0,0
13584,170,0,0,0,0,0
13586,0,0,0,0,20,0
13590,0,0,0,30,0,0
13591,0,0,0,40,0,0
13592,80,0,0,0,0,0
13596,0,70,0,0,0,0
13598,20,0,0,0,0,0
13599,0,0,0,0,0,-10
13601,0,0,20,0,20,0
